SALE_ID,SALE_DATE,GEO_TERRITORY,CHANNEL,PRODUCT_SKU,PRODUCT_CATEGORY,ACTUAL_SALES,UNITS_SOLD,AD_SPEND,DISCOUNT_RATE
SALE-2026-021338,2026-01-11,East,Online,AURA-HP-007,Electronics,1146.93,11,124.14,0.0
SALE-2026-021339,2026-01-11,East,Online,AURA-SPK-006,Electronics,1041.62,10,125.07,0.0
SALE-2026-021340,2026-01-11,East,Retail,AURA-HP-002,Electronics,460.17,6,57.34,0.0
SALE-2026-021341,2026-01-11,East,Retail,AURA-SPK-001,Electronics,245.73,3,24.93,0.0
SALE-2026-021342,2026-01-11,East,Retail,AURA-CBL-001,Cables,49.57,4,5.41,0.05
SALE-2026-021343,2026-01-11,East,Retail,AURA-HP-004,Electronics,583.9,14,72.05,0.1
SALE-2026-021344,2026-01-11,East,Retail,AURA-SPK-003,Electronics,1908.12,10,258.94,0.0
SALE-2026-021345,2026-01-11,East,Retail,AURA-SPK-004,Electronics,940.34,8,114.41,0.05
SALE-2026-021346,2026-01-11,East,Retail,AURA-CBL-002,Cables,73.01,8,9.32,0.05
SALE-2026-021347,2026-01-11,East,Retail,AURA-CBL-004,Cables,77.22,10,7.69,0.2
SALE-2026-021348,2026-01-11,East,Retail,AURA-CBL-006,Cables,148.59,11,19.51,0.0
SALE-2026-021349,2026-01-11,East,Retail,AURA-ACC-002,Accessories,123.03,6,15.6,0.0
SALE-2026-021350,2026-01-11,East,Retail,AURA-ACC-003,Accessories,237.86,8,23.63,0.15
SALE-2026-021351,2026-01-11,East,Retail,AURA-ACC-004,Accessories,166.3,7,19.57,0.2
SALE-2026-021352,2026-01-11,East,Retail,AURA-ACC-008,Accessories,110.84,8,12.04,0.1
SALE-2026-021353,2026-01-11,East,Retail,AURA-HP-006,Electronics,1051.72,5,125.02,0.15
SALE-2026-021354,2026-01-11,East,Retail,AURA-SPK-005,Electronics,188.82,3,18.77,0.0
SALE-2026-021355,2026-01-11,East,Retail,AURA-CBL-007,Cables,350.72,9,43.88,0.0
SALE-2026-021356,2026-01-11,East,Retail,AURA-ACC-010,Accessories,527.28,10,60.51,0.15
SALE-2026-021357,2026-01-11,East,Retail,AURA-HP-007,Electronics,302.25,3,29.32,0.0
SALE-2026-021358,2026-01-11,East,Retail,AURA-SPK-006,Electronics,645.01,6,88.2,0.2
SALE-2026-021359,2026-01-11,East,Partner,AURA-SPK-001,Electronics,770.92,8,75.94,0.0
SALE-2026-021360,2026-01-11,East,Partner,AURA-CBL-001,Cables,156.69,13,16.42,0.05
SALE-2026-021361,2026-01-11,East,Partner,AURA-ACC-001,Accessories,142.55,4,19.58,0.05
SALE-2026-021362,2026-01-11,East,Partner,AURA-HP-004,Electronics,217.83,5,26.96,0.1
SALE-2026-021363,2026-01-11,East,Partner,AURA-SPK-002,Electronics,156.6,3,17.78,0.15
SALE-2026-021364,2026-01-11,East,Partner,AURA-SPK-003,Electronics,1267.57,7,155.03,0.0
SALE-2026-021365,2026-01-11,East,Partner,AURA-SPK-004,Electronics,978.17,8,103.41,0.0
SALE-2026-021366,2026-01-11,East,Partner,AURA-CBL-002,Cables,52.2,5,5.9,0.1
SALE-2026-021367,2026-01-11,East,Partner,AURA-CBL-003,Cables,162.43,11,17.49,0.2
SALE-2026-021368,2026-01-11,East,Partner,AURA-CBL-004,Cables,53.25,7,6.65,0.15
SALE-2026-021369,2026-01-11,East,Partner,AURA-ACC-004,Accessories,244.0,10,24.62,0.0
SALE-2026-021370,2026-01-11,East,Partner,AURA-ACC-005,Accessories,42.23,5,4.76,0.15
SALE-2026-021371,2026-01-11,East,Partner,AURA-ACC-008,Accessories,106.0,9,14.15,0.0
SALE-2026-021372,2026-01-11,East,Partner,AURA-HP-005,Electronics,290.45,4,34.63,0.05
SALE-2026-021373,2026-01-11,East,Partner,AURA-HP-006,Electronics,1699.13,7,181.75,0.05
SALE-2026-021374,2026-01-11,East,Partner,AURA-SPK-005,Electronics,404.41,7,54.0,0.0
SALE-2026-021375,2026-01-11,East,Partner,AURA-ACC-009,Accessories,185.2,4,19.02,0.0
SALE-2026-021376,2026-01-11,East,Partner,AURA-CBL-007,Cables,343.84,9,48.06,0.0
SALE-2026-021377,2026-01-11,East,Partner,AURA-ACC-010,Accessories,211.51,4,25.27,0.0
SALE-2026-021378,2026-01-11,East,Partner,AURA-SPK-006,Electronics,700.51,7,74.0,0.2
SALE-2026-021379,2026-01-11,West,Online,AURA-CBL-001,Cables,12.59,1,1.36,0.05
SALE-2026-021380,2026-01-11,West,Online,AURA-ACC-001,Accessories,293.28,9,39.3,0.15
SALE-2026-021381,2026-01-11,West,Online,AURA-SPK-002,Electronics,250.38,5,31.62,0.15
SALE-2026-021382,2026-01-11,West,Online,AURA-SPK-004,Electronics,757.11,6,79.56,0.2
SALE-2026-021383,2026-01-11,West,Online,AURA-CBL-002,Cables,92.42,10,8.93,0.0
SALE-2026-021384,2026-01-11,West,Online,AURA-CBL-003,Cables,220.11,15,26.78,0.0
SALE-2026-021385,2026-01-11,West,Online,AURA-CBL-005,Cables,97.94,8,13.39,0.2
SALE-2026-021386,2026-01-11,West,Online,AURA-CBL-006,Cables,53.57,4,7.69,0.0
SALE-2026-021387,2026-01-11,West,Online,AURA-ACC-003,Accessories,267.82,9,31.9,0.2
SALE-2026-021388,2026-01-11,West,Online,AURA-ACC-004,Accessories,135.75,6,18.24,0.0
SALE-2026-021389,2026-01-11,West,Online,AURA-ACC-005,Accessories,58.54,7,7.37,0.0
SALE-2026-021390,2026-01-11,West,Online,AURA-ACC-006,Accessories,51.67,8,6.85,0.1
SALE-2026-021391,2026-01-11,West,Online,AURA-ACC-008,Accessories,56.17,4,7.73,0.0
SALE-2026-021392,2026-01-11,West,Online,AURA-HP-005,Electronics,496.22,7,58.86,0.1
SALE-2026-021393,2026-01-11,West,Online,AURA-CBL-007,Cables,242.54,6,26.11,0.15
SALE-2026-021394,2026-01-11,West,Online,AURA-ACC-010,Accessories,632.2,11,76.11,0.2
SALE-2026-021395,2026-01-11,West,Online,AURA-SPK-006,Electronics,585.93,5,74.52,0.2
SALE-2026-021396,2026-01-11,West,Retail,AURA-HP-001,Electronics,1285.64,9,136.74,0.2
SALE-2026-021397,2026-01-11,West,Retail,AURA-HP-002,Electronics,664.95,8,91.06,0.0
SALE-2026-021398,2026-01-11,West,Retail,AURA-SPK-001,Electronics,485.59,5,46.8,0.2
SALE-2026-021399,2026-01-11,West,Retail,AURA-CBL-001,Cables,13.49,1,1.75,0.2
SALE-2026-021400,2026-01-11,West,Retail,AURA-HP-004,Electronics,266.62,7,26.98,0.1
SALE-2026-021401,2026-01-11,West,Retail,AURA-SPK-002,Electronics,245.04,5,34.23,0.15
SALE-2026-021402,2026-01-11,West,Retail,AURA-SPK-003,Electronics,1026.25,6,111.46,0.1
SALE-2026-021403,2026-01-11,West,Retail,AURA-SPK-004,Electronics,1221.5,9,124.14,0.0
SALE-2026-021404,2026-01-11,West,Retail,AURA-CBL-002,Cables,59.38,6,8.39,0.0
SALE-2026-021405,2026-01-11,West,Retail,AURA-CBL-004,Cables,38.69,5,4.16,0.15
SALE-2026-021406,2026-01-11,West,Retail,AURA-CBL-006,Cables,91.29,7,9.04,0.05
SALE-2026-021407,2026-01-11,West,Retail,AURA-ACC-002,Accessories,93.85,5,10.12,0.1
SALE-2026-021408,2026-01-11,West,Retail,AURA-ACC-003,Accessories,298.0,11,37.64,0.1
SALE-2026-021409,2026-01-11,West,Retail,AURA-ACC-005,Accessories,41.4,5,5.7,0.0
SALE-2026-021410,2026-01-11,West,Retail,AURA-ACC-006,Accessories,38.7,6,4.87,0.05
SALE-2026-021411,2026-01-11,West,Retail,AURA-ACC-007,Accessories,63.06,4,8.56,0.0
SALE-2026-021412,2026-01-11,West,Retail,AURA-ACC-008,Accessories,26.31,2,2.63,0.05
SALE-2026-021413,2026-01-11,West,Retail,AURA-HP-005,Electronics,642.0,9,88.11,0.0
SALE-2026-021414,2026-01-11,West,Retail,AURA-HP-006,Electronics,2548.67,11,353.19,0.0
SALE-2026-021415,2026-01-11,West,Retail,AURA-ACC-009,Accessories,405.53,9,53.19,0.2
SALE-2026-021416,2026-01-11,West,Retail,AURA-HP-007,Electronics,309.1,3,35.8,0.05
SALE-2026-021417,2026-01-11,West,Partner,AURA-HP-001,Electronics,1861.97,13,258.51,0.0
SALE-2026-021418,2026-01-11,West,Partner,AURA-HP-002,Electronics,758.35,9,82.13,0.0
SALE-2026-021419,2026-01-11,West,Partner,AURA-SPK-001,Electronics,384.85,4,51.28,0.0
SALE-2026-021420,2026-01-11,West,Partner,AURA-ACC-001,Accessories,411.18,12,54.43,0.15
SALE-2026-021421,2026-01-11,West,Partner,AURA-HP-004,Electronics,244.34,6,24.22,0.0
SALE-2026-021422,2026-01-11,West,Partner,AURA-CBL-004,Cables,71.99,10,6.92,0.15
SALE-2026-021423,2026-01-11,West,Partner,AURA-CBL-005,Cables,67.16,6,9.27,0.0
SALE-2026-021424,2026-01-11,West,Partner,AURA-ACC-002,Accessories,187.57,10,22.95,0.05
SALE-2026-021425,2026-01-11,West,Partner,AURA-ACC-003,Accessories,186.7,6,21.23,0.1
SALE-2026-021426,2026-01-11,West,Partner,AURA-ACC-008,Accessories,79.88,6,10.65,0.2
SALE-2026-021427,2026-01-11,West,Partner,AURA-HP-005,Electronics,534.01,8,65.11,0.2
SALE-2026-021428,2026-01-11,West,Partner,AURA-HP-006,Electronics,2340.88,11,284.32,0.05
SALE-2026-021429,2026-01-11,West,Partner,AURA-SPK-005,Electronics,759.87,12,76.46,0.0
SALE-2026-021430,2026-01-11,West,Partner,AURA-ACC-009,Accessories,220.8,5,25.44,0.2
SALE-2026-021431,2026-01-11,West,Partner,AURA-CBL-007,Cables,227.09,6,28.54,0.0
SALE-2026-021432,2026-01-11,West,Partner,AURA-HP-007,Electronics,917.9,9,94.41,0.1
SALE-2026-021433,2026-01-11,West,Partner,AURA-SPK-006,Electronics,119.57,1,14.99,0.0
SALE-2026-021434,2026-01-12,North,Online,AURA-HP-002,Electronics,510.69,5,56.96,0.05
SALE-2026-021435,2026-01-12,North,Online,AURA-SPK-001,Electronics,1013.43,10,114.29,0.0
SALE-2026-021436,2026-01-12,North,Online,AURA-CBL-001,Cables,73.63,5,8.8,0.15
SALE-2026-021437,2026-01-12,North,Online,AURA-ACC-001,Accessories,245.02,6,30.91,0.0
SALE-2026-021438,2026-01-12,North,Online,AURA-HP-003,Electronics,2319.39,9,299.55,0.1
SALE-2026-021439,2026-01-12,North,Online,AURA-HP-004,Electronics,689.22,14,79.79,0.0
SALE-2026-021440,2026-01-12,North,Online,AURA-SPK-003,Electronics,1147.52,5,143.2,0.1
SALE-2026-021441,2026-01-12,North,Online,AURA-SPK-004,Electronics,992.82,7,106.57,0.0
SALE-2026-021442,2026-01-12,North,Online,AURA-CBL-002,Cables,83.81,7,9.51,0.2
SALE-2026-021443,2026-01-12,North,Online,AURA-CBL-003,Cables,110.14,6,13.6,0.1
SALE-2026-021444,2026-01-12,North,Online,AURA-CBL-005,Cables,189.84,12,26.51,0.0
SALE-2026-021445,2026-01-12,North,Online,AURA-CBL-006,Cables,72.31,4,8.56,0.0
SALE-2026-021446,2026-01-12,North,Online,AURA-ACC-002,Accessories,157.11,7,15.73,0.0
SALE-2026-021447,2026-01-12,North,Online,AURA-ACC-005,Accessories,56.6,5,7.16,0.05
SALE-2026-021448,2026-01-12,North,Online,AURA-HP-006,Electronics,1604.58,6,198.75,0.0
SALE-2026-021449,2026-01-12,North,Online,AURA-SPK-005,Electronics,1045.62,15,110.25,0.2
SALE-2026-021450,2026-01-12,North,Online,AURA-ACC-009,Accessories,252.81,5,28.75,0.2
SALE-2026-021451,2026-01-12,North,Online,AURA-CBL-007,Cables,191.89,4,20.65,0.1
SALE-2026-021452,2026-01-12,North,Online,AURA-ACC-010,Accessories,932.01,13,107.58,0.2
SALE-2026-021453,2026-01-12,North,Online,AURA-HP-007,Electronics,1439.54,11,205.6,0.0
SALE-2026-021454,2026-01-12,North,Online,AURA-SPK-006,Electronics,966.02,7,126.81,0.15
SALE-2026-021455,2026-01-12,North,Retail,AURA-HP-002,Electronics,370.65,4,48.76,0.0
SALE-2026-021456,2026-01-12,North,Retail,AURA-SPK-001,Electronics,663.64,6,92.54,0.0
SALE-2026-021457,2026-01-12,North,Retail,AURA-ACC-001,Accessories,203.03,5,23.28,0.0
SALE-2026-021458,2026-01-12,North,Retail,AURA-SPK-003,Electronics,1893.08,8,215.3,0.05
SALE-2026-021459,2026-01-12,North,Retail,AURA-SPK-004,Electronics,1229.05,8,128.94,0.15
SALE-2026-021460,2026-01-12,North,Retail,AURA-CBL-002,Cables,91.6,7,11.0,0.0
SALE-2026-021461,2026-01-12,North,Retail,AURA-CBL-003,Cables,68.68,4,8.87,0.05
SALE-2026-021462,2026-01-12,North,Retail,AURA-CBL-004,Cables,27.39,3,3.17,0.1
SALE-2026-021463,2026-01-12,North,Retail,AURA-CBL-006,Cables,102.1,6,10.5,0.1
SALE-2026-021464,2026-01-12,North,Retail,AURA-HP-005,Electronics,738.17,8,81.57,0.0
SALE-2026-021465,2026-01-12,North,Retail,AURA-HP-006,Electronics,2153.29,8,232.73,0.1
SALE-2026-021466,2026-01-12,North,Retail,AURA-ACC-010,Accessories,694.78,11,78.75,0.1
SALE-2026-021467,2026-01-12,North,Retail,AURA-HP-007,Electronics,1653.54,13,178.76,0.0
SALE-2026-021468,2026-01-12,North,Partner,AURA-HP-001,Electronics,1727.21,3,181.55,0.15
SALE-2026-021469,2026-01-12,North,Partner,AURA-HP-002,Electronics,859.88,9,101.58,0.0
SALE-2026-021470,2026-01-12,North,Partner,AURA-SPK-001,Electronics,902.81,8,98.02,0.0
SALE-2026-021471,2026-01-12,North,Partner,AURA-CBL-001,Cables,129.1,8,15.65,0.0
SALE-2026-021472,2026-01-12,North,Partner,AURA-ACC-001,Accessories,281.28,7,32.64,0.15
SALE-2026-021473,2026-01-12,North,Partner,AURA-HP-003,Electronics,1489.06,6,184.11,0.2
SALE-2026-021474,2026-01-12,North,Partner,AURA-HP-004,Electronics,415.17,8,48.65,0.05
SALE-2026-021475,2026-01-12,North,Partner,AURA-SPK-002,Electronics,567.93,9,68.32,0.05
SALE-2026-021476,2026-01-12,North,Partner,AURA-CBL-002,Cables,76.45,7,8.12,0.0
SALE-2026-021477,2026-01-12,North,Partner,AURA-CBL-003,Cables,167.57,9,21.15,0.0
SALE-2026-021478,2026-01-12,North,Partner,AURA-CBL-006,Cables,53.75,3,7.36,0.05
SALE-2026-021479,2026-01-12,North,Partner,AURA-ACC-002,Accessories,117.9,5,14.32,0.15
SALE-2026-021480,2026-01-12,North,Partner,AURA-ACC-006,Accessories,70.17,8,9.82,0.2
SALE-2026-021481,2026-01-12,North,Partner,AURA-HP-005,Electronics,451.89,5,46.67,0.15
SALE-2026-021482,2026-01-12,North,Partner,AURA-HP-006,Electronics,1810.97,6,191.12,0.0
SALE-2026-021483,2026-01-12,North,Partner,AURA-SPK-005,Electronics,620.62,9,77.69,0.0
SALE-2026-021484,2026-01-12,North,Partner,AURA-ACC-010,Accessories,251.35,4,30.98,0.05
SALE-2026-021485,2026-01-12,North,Partner,AURA-HP-007,Electronics,844.99,7,110.11,0.15
SALE-2026-021486,2026-01-12,North,Partner,AURA-SPK-006,Electronics,873.55,6,120.14,0.0
SALE-2026-021487,2026-01-12,South,Online,AURA-HP-001,Electronics,1724.91,11,227.33,0.1
SALE-2026-021488,2026-01-12,South,Online,AURA-ACC-001,Accessories,497.72,14,66.03,0.0
SALE-2026-021489,2026-01-12,South,Online,AURA-SPK-002,Electronics,216.7,4,23.82,0.1
SALE-2026-021490,2026-01-12,South,Online,AURA-SPK-003,Electronics,2819.3,15,287.35,0.05
SALE-2026-021491,2026-01-12,South,Online,AURA-CBL-002,Cables,28.26,3,3.96,0.15
SALE-2026-021492,2026-01-12,South,Online,AURA-CBL-003,Cables,129.06,8,16.62,0.0
SALE-2026-021493,2026-01-12,South,Online,AURA-CBL-005,Cables,108.0,9,12.35,0.15
SALE-2026-021494,2026-01-12,South,Online,AURA-ACC-002,Accessories,145.22,7,20.37,0.05
SALE-2026-021495,2026-01-12,South,Online,AURA-ACC-003,Accessories,261.89,8,28.02,0.2
SALE-2026-021496,2026-01-12,South,Online,AURA-ACC-004,Accessories,288.37,11,34.93,0.15
SALE-2026-021497,2026-01-12,South,Online,AURA-ACC-006,Accessories,67.33,9,9.42,0.15
SALE-2026-021498,2026-01-12,South,Online,AURA-SPK-005,Electronics,589.36,9,60.0,0.0
SALE-2026-021499,2026-01-12,South,Online,AURA-ACC-010,Accessories,571.97,10,62.06,0.0
SALE-2026-021500,2026-01-12,South,Online,AURA-SPK-006,Electronics,120.26,1,13.58,0.0
SALE-2026-021501,2026-01-12,South,Retail,AURA-HP-002,Electronics,802.39,10,107.86,0.1
SALE-2026-021502,2026-01-12,South,Retail,AURA-SPK-001,Electronics,676.97,8,89.29,0.0
SALE-2026-021503,2026-01-12,South,Retail,AURA-CBL-001,Cables,193.71,14,19.23,0.0
SALE-2026-021504,2026-01-12,South,Retail,AURA-HP-003,Electronics,1237.02,6,150.14,0.1
SALE-2026-021505,2026-01-12,South,Retail,AURA-HP-004,Electronics,319.76,8,33.66,0.0
SALE-2026-021506,2026-01-12,South,Retail,AURA-SPK-003,Electronics,988.34,5,126.2,0.1
SALE-2026-021507,2026-01-12,South,Retail,AURA-SPK-004,Electronics,954.42,7,96.93,0.2
SALE-2026-021508,2026-01-12,South,Retail,AURA-CBL-002,Cables,103.35,11,12.94,0.15
SALE-2026-021509,2026-01-12,South,Retail,AURA-CBL-003,Cables,79.77,5,10.97,0.1
SALE-2026-021510,2026-01-12,South,Retail,AURA-CBL-004,Cables,46.6,6,5.0,0.15
SALE-2026-021511,2026-01-12,South,Retail,AURA-ACC-002,Accessories,175.19,8,17.79,0.1
SALE-2026-021512,2026-01-12,South,Retail,AURA-ACC-003,Accessories,309.17,10,44.33,0.0
SALE-2026-021513,2026-01-12,South,Retail,AURA-ACC-004,Accessories,292.08,11,31.2,0.0
SALE-2026-021514,2026-01-12,South,Retail,AURA-ACC-005,Accessories,67.78,8,9.09,0.2
SALE-2026-021515,2026-01-12,South,Retail,AURA-ACC-006,Accessories,84.03,11,10.45,0.0
SALE-2026-021516,2026-01-12,South,Retail,AURA-ACC-007,Accessories,118.02,7,13.67,0.2
SALE-2026-021517,2026-01-12,South,Retail,AURA-ACC-008,Accessories,156.59,11,16.13,0.0
SALE-2026-021518,2026-01-12,South,Retail,AURA-HP-005,Electronics,658.29,9,65.37,0.1
SALE-2026-021519,2026-01-12,South,Retail,AURA-SPK-005,Electronics,451.47,8,64.37,0.0
SALE-2026-021520,2026-01-12,South,Retail,AURA-ACC-009,Accessories,252.35,6,31.97,0.15
SALE-2026-021521,2026-01-12,South,Retail,AURA-CBL-007,Cables,211.97,5,21.47,0.0
SALE-2026-021522,2026-01-12,South,Retail,AURA-HP-007,Electronics,1103.86,11,118.59,0.0
SALE-2026-021523,2026-01-12,South,Retail,AURA-SPK-006,Electronics,495.19,5,57.07,0.1
SALE-2026-021524,2026-01-12,South,Partner,AURA-HP-001,Electronics,1572.28,10,172.62,0.0
SALE-2026-021525,2026-01-12,South,Partner,AURA-SPK-001,Electronics,1275.38,15,154.03,0.15
SALE-2026-021526,2026-01-12,South,Partner,AURA-CBL-001,Cables,11.74,1,1.61,0.0
SALE-2026-021527,2026-01-12,South,Partner,AURA-ACC-001,Accessories,327.81,9,45.84,0.0
SALE-2026-021528,2026-01-12,South,Partner,AURA-HP-003,Electronics,210.3,1,20.37,0.0
SALE-2026-021529,2026-01-12,South,Partner,AURA-SPK-002,Electronics,356.97,7,49.77,0.1
SALE-2026-021530,2026-01-12,South,Partner,AURA-SPK-003,Electronics,2627.29,14,267.5,0.15
SALE-2026-021531,2026-01-12,South,Partner,AURA-CBL-002,Cables,69.67,7,9.83,0.1
SALE-2026-021532,2026-01-12,South,Partner,AURA-CBL-003,Cables,111.37,7,11.89,0.2
SALE-2026-021533,2026-01-12,South,Partner,AURA-CBL-005,Cables,116.3,10,16.32,0.15
SALE-2026-021534,2026-01-12,South,Partner,AURA-CBL-006,Cables,91.08,7,11.1,0.05
SALE-2026-021535,2026-01-12,South,Partner,AURA-ACC-002,Accessories,128.02,6,16.64,0.05
SALE-2026-021536,2026-01-12,South,Partner,AURA-ACC-003,Accessories,167.24,6,20.42,0.0
SALE-2026-021537,2026-01-12,South,Partner,AURA-ACC-005,Accessories,54.67,6,7.79,0.2
SALE-2026-021538,2026-01-12,South,Partner,AURA-ACC-007,Accessories,61.96,4,7.69,0.0
SALE-2026-021539,2026-01-12,South,Partner,AURA-ACC-008,Accessories,105.24,8,11.89,0.0
SALE-2026-021540,2026-01-12,South,Partner,AURA-HP-005,Electronics,472.36,7,55.63,0.0
SALE-2026-021541,2026-01-12,South,Partner,AURA-HP-006,Electronics,1305.36,6,133.88,0.05
SALE-2026-021542,2026-01-12,South,Partner,AURA-CBL-007,Cables,519.18,12,74.39,0.0
SALE-2026-021543,2026-01-12,South,Partner,AURA-ACC-010,Accessories,404.94,8,58.1,0.0
SALE-2026-021544,2026-01-12,East,Online,AURA-SPK-001,Electronics,916.91,11,100.18,0.0
SALE-2026-021545,2026-01-12,East,Online,AURA-CBL-001,Cables,102.89,8,12.99,0.0
SALE-2026-021546,2026-01-12,East,Online,AURA-ACC-001,Accessories,146.68,4,16.65,0.0
SALE-2026-021547,2026-01-12,East,Online,AURA-HP-004,Electronics,489.55,13,47.62,0.1
SALE-2026-021548,2026-01-12,East,Online,AURA-SPK-002,Electronics,316.78,6,31.57,0.0
SALE-2026-021549,2026-01-12,East,Online,AURA-SPK-003,Electronics,1460.83,9,185.46,0.0
SALE-2026-021550,2026-01-12,East,Online,AURA-CBL-005,Cables,51.63,4,7.11,0.0
SALE-2026-021551,2026-01-12,East,Online,AURA-CBL-006,Cables,88.36,6,9.04,0.05
SALE-2026-021552,2026-01-12,East,Online,AURA-ACC-002,Accessories,166.01,8,17.79,0.2
SALE-2026-021553,2026-01-12,East,Online,AURA-ACC-004,Accessories,26.75,1,2.9,0.15
SALE-2026-021554,2026-01-12,East,Online,AURA-ACC-006,Accessories,48.89,7,4.83,0.0
SALE-2026-021555,2026-01-12,East,Online,AURA-ACC-007,Accessories,184.98,12,19.39,0.05
SALE-2026-021556,2026-01-12,East,Online,AURA-HP-005,Electronics,850.02,13,100.77,0.2
SALE-2026-021557,2026-01-12,East,Online,AURA-HP-006,Electronics,2636.84,11,283.01,0.1
SALE-2026-021558,2026-01-12,East,Online,AURA-CBL-007,Cables,455.26,12,59.29,0.2
SALE-2026-021559,2026-01-12,East,Online,AURA-ACC-010,Accessories,112.99,2,13.56,0.0
SALE-2026-021560,2026-01-12,East,Online,AURA-HP-007,Electronics,403.07,4,43.5,0.2
SALE-2026-021561,2026-01-12,East,Retail,AURA-HP-002,Electronics,330.16,4,45.92,0.0
SALE-2026-021562,2026-01-12,East,Retail,AURA-CBL-001,Cables,108.9,8,10.65,0.05
SALE-2026-021563,2026-01-12,East,Retail,AURA-HP-003,Electronics,2278.74,11,296.55,0.05
SALE-2026-021564,2026-01-12,East,Retail,AURA-HP-004,Electronics,168.5,4,23.63,0.2
SALE-2026-021565,2026-01-12,East,Retail,AURA-SPK-002,Electronics,325.0,7,39.82,0.0
SALE-2026-021566,2026-01-12,East,Retail,AURA-SPK-003,Electronics,170.57,1,19.6,0.15
SALE-2026-021567,2026-01-12,East,Retail,AURA-CBL-003,Cables,145.54,10,19.37,0.0
SALE-2026-021568,2026-01-12,East,Retail,AURA-CBL-006,Cables,121.28,9,16.28,0.0
SALE-2026-021569,2026-01-12,East,Retail,AURA-ACC-002,Accessories,37.15,2,3.82,0.2
SALE-2026-021570,2026-01-12,East,Retail,AURA-ACC-004,Accessories,243.75,9,25.38,0.1
SALE-2026-021571,2026-01-12,East,Retail,AURA-ACC-005,Accessories,54.93,6,7.41,0.1
SALE-2026-021572,2026-01-12,East,Retail,AURA-ACC-006,Accessories,54.1,8,7.58,0.15
SALE-2026-021573,2026-01-12,East,Retail,AURA-ACC-007,Accessories,77.96,5,7.94,0.0
SALE-2026-021574,2026-01-12,East,Retail,AURA-ACC-008,Accessories,74.2,6,10.15,0.15
SALE-2026-021575,2026-01-12,East,Retail,AURA-HP-005,Electronics,440.46,6,54.08,0.0
SALE-2026-021576,2026-01-12,East,Retail,AURA-HP-006,Electronics,1917.79,9,274.98,0.2
SALE-2026-021577,2026-01-12,East,Retail,AURA-SPK-005,Electronics,480.1,8,54.92,0.0
SALE-2026-021578,2026-01-12,East,Retail,AURA-HP-007,Electronics,1096.29,10,154.74,0.1
SALE-2026-021579,2026-01-12,East,Partner,AURA-HP-002,Electronics,165.24,2,18.33,0.15
SALE-2026-021580,2026-01-12,East,Partner,AURA-CBL-001,Cables,60.88,5,6.01,0.2
SALE-2026-021581,2026-01-12,East,Partner,AURA-ACC-001,Accessories,282.48,8,32.61,0.2
SALE-2026-021582,2026-01-12,East,Partner,AURA-HP-003,Electronics,1791.06,9,200.59,0.0
SALE-2026-021583,2026-01-12,East,Partner,AURA-HP-004,Electronics,221.54,6,27.39,0.0
SALE-2026-021584,2026-01-12,East,Partner,AURA-SPK-002,Electronics,597.5,11,71.91,0.2
SALE-2026-021585,2026-01-12,East,Partner,AURA-SPK-003,Electronics,516.41,3,66.63,0.0
SALE-2026-021586,2026-01-12,East,Partner,AURA-SPK-004,Electronics,1496.8,11,178.64,0.0
SALE-2026-021587,2026-01-12,East,Partner,AURA-CBL-002,Cables,30.64,3,4.35,0.0
SALE-2026-021588,2026-01-12,East,Partner,AURA-CBL-003,Cables,105.25,7,14.74,0.0
SALE-2026-021589,2026-01-12,East,Partner,AURA-ACC-002,Accessories,147.47,7,14.88,0.2
SALE-2026-021590,2026-01-12,East,Partner,AURA-ACC-003,Accessories,181.66,6,23.62,0.1
SALE-2026-021591,2026-01-12,East,Partner,AURA-ACC-004,Accessories,94.74,4,11.48,0.0
SALE-2026-021592,2026-01-12,East,Partner,AURA-ACC-005,Accessories,105.2,12,13.65,0.05
SALE-2026-021593,2026-01-12,East,Partner,AURA-ACC-006,Accessories,12.9,2,1.67,0.05
SALE-2026-021594,2026-01-12,East,Partner,AURA-ACC-007,Accessories,48.3,3,4.92,0.0
SALE-2026-021595,2026-01-12,East,Partner,AURA-ACC-008,Accessories,88.65,7,10.51,0.05
SALE-2026-021596,2026-01-12,East,Partner,AURA-HP-006,Electronics,1767.9,7,177.35,0.2
SALE-2026-021597,2026-01-12,East,Partner,AURA-SPK-006,Electronics,895.15,8,127.1,0.2
SALE-2026-021598,2026-01-12,West,Online,AURA-HP-001,Electronics,1134.41,7,146.02,0.05
SALE-2026-021599,2026-01-12,West,Online,AURA-SPK-001,Electronics,609.34,7,72.09,0.0
SALE-2026-021600,2026-01-12,West,Online,AURA-CBL-001,Cables,85.73,7,10.38,0.1
SALE-2026-021601,2026-01-12,West,Online,AURA-HP-003,Electronics,1514.28,8,216.26,0.1
SALE-2026-021602,2026-01-12,West,Online,AURA-HP-004,Electronics,614.86,16,84.6,0.0
SALE-2026-021603,2026-01-12,West,Online,AURA-SPK-002,Electronics,47.46,1,6.48,0.2
SALE-2026-021604,2026-01-12,West,Online,AURA-SPK-003,Electronics,934.02,5,105.88,0.2
SALE-2026-021605,2026-01-12,West,Online,AURA-SPK-004,Electronics,727.18,6,79.38,0.0
SALE-2026-021606,2026-01-12,West,Online,AURA-CBL-002,Cables,108.03,12,12.97,0.2
SALE-2026-021607,2026-01-12,West,Online,AURA-CBL-003,Cables,97.97,6,9.83,0.0
